C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_55_999.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_55_999.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_55_999.jpg, 0, 0, 0, 7.801635E-05
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_56_107.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_56_107.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_56_107.jpg, 0, 0, 0, 7.938911E-05
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_56_212.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_56_212.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_56_212.jpg, 0, 0, 0, 7.930924E-05
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_56_314.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_56_314.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_56_314.jpg, 0, 0, 0, 7.818258E-05
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_56_418.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_56_418.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_56_418.jpg, 0, 0, 0, 8.246164E-05
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_56_527.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_56_527.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_56_527.jpg, 0, 0, 0, 7.909116E-05
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_56_633.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_56_633.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_56_633.jpg, 0, 0, 0, 7.944929E-05
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_56_736.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_56_736.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_56_736.jpg, 0, 0, 0, 8.405972E-05
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_56_837.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_56_837.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_56_837.jpg, 0, 0.1715904, 0, 0.05718143
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_56_939.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_56_939.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_56_939.jpg, 0, 0.46914, 0, 0.4847339
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_57_051.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_57_051.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_57_051.jpg, 0, 0.83703, 0, 1.439806
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_57_153.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_57_153.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_57_153.jpg, 0, 1, 0, 2.578111
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_57_255.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_57_255.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_57_255.jpg, 0, 1, 0, 3.749827
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_57_367.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_57_367.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_57_367.jpg, 0, 1, 0, 5.151455
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_57_474.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_57_474.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_57_474.jpg, 0, 1, 0, 6.306049
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_57_587.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_57_587.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_57_587.jpg, 0, 1, 0, 7.676792
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_57_690.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_57_690.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_57_690.jpg, -0.0353802, 1, 0, 8.806641
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_57_799.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_57_799.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_57_799.jpg, -0.3320304, 1, 0, 9.892951
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_57_900.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_57_900.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_57_900.jpg, -0.2904999, 1, 0, 10.95686
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_58_010.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_58_010.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_58_010.jpg, 0, 1, 0, 12.06695
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_58_118.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_58_118.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_58_118.jpg, 0, 1, 0, 13.37216
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_58_228.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_58_228.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_58_228.jpg, 0, 1, 0, 14.58757
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_58_341.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_58_341.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_58_341.jpg, 0, 1, 0, 15.74633
C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\center_2021_05_29_10_33_58_441.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\left_2021_05_29_10_33_58_441.jpg, C:\Users\Hp pc\Desktop\Project_DL\Data\IMG\right_2021_05_29_10_33_58_441.jpg, -0.3145974, 1, 0, 16.62482
